,area_type,availability,location,total_sqft,bath,balcony,price,BHK
5850,Built-up  Area,Not Ready to Move Yet,Sarjapur  Road,1830.0,3.0,1.0,119.0,3
5854,Super built-up  Area,Ready To Move,Sarjapur  Road,2900.0,4.0,2.0,240.0,4
5855,Super built-up  Area,Ready To Move,Sarjapur  Road,1059.0,2.0,2.0,68.0,2
5857,Super built-up  Area,Not Ready to Move Yet,Sarjapur  Road,1157.0,2.0,1.0,74.0,3
5858,Super built-up  Area,Not Ready to Move Yet,Sarjapur  Road,1700.0,3.0,1.0,118.0,3
5859,Super built-up  Area,Ready To Move,Sarjapur  Road,1691.0,3.0,3.0,120.0,3
5861,Super built-up  Area,Not Ready to Move Yet,Sarjapur  Road,1308.0,2.0,1.0,75.0,2
5862,Super built-up  Area,Ready To Move,Sarjapur  Road,1580.0,3.0,3.0,125.0,3
5864,Super built-up  Area,Not Ready to Move Yet,Sarjapur  Road,1763.25,3.0,3.0,98.0,3
5865,Super built-up  Area,Ready To Move,Sarjapur  Road,1826.0,3.0,2.0,130.0,3
5866,Super built-up  Area,Ready To Move,Sarjapur  Road,1550.0,2.0,2.0,98.0,3
5869,Super built-up  Area,Not Ready to Move Yet,Sarjapur  Road,1819.0,3.0,2.0,100.0,3
5870,Super built-up  Area,Not Ready to Move Yet,Sarjapur  Road,984.0,2.0,1.0,59.0,2
5871,Super built-up  Area,Ready To Move,Sarjapur  Road,1489.0,3.0,2.0,88.0,3
5872,Super built-up  Area,Not Ready to Move Yet,Sarjapur  Road,702.0,1.0,1.0,52.0,1
5873,Super built-up  Area,Not Ready to Move Yet,Sarjapur  Road,1242.0,2.0,1.0,75.0,2
5874,Super built-up  Area,Ready To Move,Sarjapur  Road,2275.0,4.0,2.0,185.0,3
5875,Super built-up  Area,Ready To Move,Sarjapur  Road,2100.0,3.0,1.0,135.0,3
5876,Super built-up  Area,Not Ready to Move Yet,Sarjapur  Road,1700.0,3.0,2.0,93.5,3
5877,Super built-up  Area,Ready To Move,Sarjapur  Road,1862.0,4.0,1.0,110.0,3
5878,Super built-up  Area,Ready To Move,Sarjapur  Road,2275.0,4.0,2.0,175.0,3
5879,Super built-up  Area,Ready To Move,Sarjapur  Road,1314.0,2.0,2.0,110.0,2
5880,Super built-up  Area,Ready To Move,Sarjapur  Road,1787.0,3.0,2.0,116.0,3
5881,Super built-up  Area,Ready To Move,Sarjapur  Road,1691.0,3.0,2.0,93.01,3
5884,Super built-up  Area,Ready To Move,Sarjapur  Road,1181.0,2.0,1.0,65.0,3
5885,Super built-up  Area,Ready To Move,Sarjapur  Road,1691.0,3.0,2.0,100.0,3
5886,Super built-up  Area,Ready To Move,Sarjapur  Road,1026.0,2.0,1.0,60.55,2
5887,Super built-up  Area,Not Ready to Move Yet,Sarjapur  Road,1350.0,2.0,1.0,85.0,2
5888,Super built-up  Area,Not Ready to Move Yet,Sarjapur  Road,1157.0,2.0,1.0,72.0,3
5889,Super built-up  Area,Ready To Move,Sarjapur  Road,1019.0,2.0,1.0,62.0,2
5890,Super built-up  Area,Not Ready to Move Yet,Sarjapur  Road,691.0,1.0,1.0,31.1,1
5894,Super built-up  Area,Not Ready to Move Yet,Sarjapur  Road,1881.0,3.0,2.0,145.0,3
5895,Super built-up  Area,Ready To Move,Sarjapur  Road,2275.0,4.0,2.0,182.0,3
5898,Super built-up  Area,Ready To Move,Sarjapur  Road,1881.0,3.0,2.0,145.0,3
5900,Plot  Area,Ready To Move,Sarjapur  Road,2880.0,3.0,2.0,211.0,4
5902,Built-up  Area,Ready To Move,Sarjapur  Road,675.0,1.0,1.0,27.0,1
5903,Super built-up  Area,Not Ready to Move Yet,Sarjapur  Road,1346.0,2.0,1.0,74.03,2
5904,Super built-up  Area,Ready To Move,Sarjapur  Road,3930.0,5.0,2.0,330.0,4
5905,Super built-up  Area,Ready To Move,Sarjapur  Road,1691.0,3.0,2.0,119.0,3
5906,Super built-up  Area,Ready To Move,Sarjapur  Road,1335.0,2.0,1.0,95.0,2
5908,Built-up  Area,Ready To Move,Sarjapur  Road,1680.0,3.0,2.0,126.0,3
5909,Super built-up  Area,Ready To Move,Sarjapur  Road,1222.0,2.0,1.0,68.0,3
5910,Built-up  Area,Ready To Move,Sarjapur  Road,3420.0,4.0,2.0,225.0,4
5911,Super built-up  Area,Ready To Move,Sarjapur  Road,1510.0,2.0,1.0,110.0,3
5912,Super built-up  Area,Ready To Move,Sarjapur  Road,1242.0,2.0,1.0,78.0,2
5914,Super built-up  Area,Ready To Move,Sarjapur  Road,1129.0,2.0,1.0,69.0,2
5915,Super built-up  Area,Ready To Move,Sarjapur  Road,1850.0,3.0,2.0,140.0,3
5917,Super built-up  Area,Ready To Move,Sarjapur  Road,1879.0,3.0,2.0,155.0,3
5918,Super built-up  Area,Not Ready to Move Yet,Sarjapur  Road,1157.0,2.0,1.0,75.0,3
5919,Super built-up  Area,Ready To Move,Sarjapur  Road,2425.0,5.0,1.0,175.0,4
5920,Super built-up  Area,Ready To Move,Sarjapur  Road,1323.0,2.0,2.0,74.0,2
5921,Super built-up  Area,Ready To Move,Sarjapur  Road,2289.0,3.0,2.0,178.0,3
5924,Super built-up  Area,Ready To Move,Sarjapur  Road,2100.0,3.0,2.0,130.0,3
5925,Super built-up  Area,Ready To Move,Sarjapur  Road,702.0,1.0,0.0,35.8,1
5926,Super built-up  Area,Ready To Move,Sarjapur  Road,1320.0,2.0,2.0,110.0,2
5928,Super built-up  Area,Ready To Move,Sarjapur  Road,1800.0,3.0,2.0,128.0,3
5929,Super built-up  Area,Ready To Move,Sarjapur  Road,2275.0,4.0,2.0,187.0,3
5931,Super built-up  Area,Ready To Move,Sarjapur  Road,1026.0,2.0,2.0,60.8,2
5933,Built-up  Area,Not Ready to Move Yet,Sarjapur  Road,1216.0,2.0,2.0,70.0,2
5934,Super built-up  Area,Not Ready to Move Yet,Sarjapur  Road,1112.0,2.0,1.0,62.0,2
5936,Super built-up  Area,Not Ready to Move Yet,Sarjapur  Road,1157.0,2.0,1.0,69.0,3
5938,Super built-up  Area,Ready To Move,Sarjapur  Road,1026.0,2.0,1.0,60.8,2
5940,Plot  Area,Ready To Move,Sarjapur  Road,1600.0,3.0,1.0,120.0,3
5942,Super built-up  Area,Not Ready to Move Yet,Sarjapur  Road,1346.0,2.0,1.0,74.03,2
5943,Super built-up  Area,Not Ready to Move Yet,Sarjapur  Road,475.0,1.0,1.0,26.0,1
5946,Built-up  Area,Ready To Move,Sarjapur  Road,1857.0,4.0,3.0,155.0,3
5947,Super built-up  Area,Ready To Move,Sarjapur  Road,1660.0,2.0,2.0,116.0,3
5951,Super built-up  Area,Ready To Move,Sarjapur  Road,2089.0,3.0,2.0,148.0,3
5952,Super built-up  Area,Ready To Move,Sarjapur  Road,1612.0,3.0,1.0,98.38,3
5953,Super built-up  Area,Ready To Move,Sarjapur  Road,1290.0,2.0,2.0,88.0,2
5954,Super built-up  Area,Not Ready to Move Yet,Sarjapur  Road,1371.0,2.0,1.0,86.0,2
5955,Super built-up  Area,Ready To Move,Sarjapur  Road,2140.0,3.0,2.0,139.0,3
5958,Super built-up  Area,Ready To Move,Sarjapur  Road,2180.0,4.0,3.0,180.0,3
5959,Super built-up  Area,Ready To Move,Sarjapur  Road,1691.0,3.0,2.0,119.0,3
5960,Super built-up  Area,Ready To Move,Sarjapur  Road,2206.0,4.0,1.0,180.0,3
5962,Super built-up  Area,Not Ready to Move Yet,Sarjapur  Road,1691.0,3.0,2.0,100.0,3
5963,Built-up  Area,Ready To Move,Sarjapur  Road,1367.0,2.0,0.0,80.0,2
5966,Super built-up  Area,Ready To Move,Sarjapur  Road,1984.0,4.0,1.0,148.0,3
5968,Super built-up  Area,Not Ready to Move Yet,Sarjapur  Road,1346.0,2.0,1.0,74.03,2
5971,Plot  Area,Ready To Move,Sarjapur  Road,3500.0,3.0,2.0,275.0,3
5973,Super built-up  Area,Not Ready to Move Yet,Sarjapur  Road,1132.0,2.0,1.0,70.0,2
5975,Super built-up  Area,Ready To Move,Sarjapur  Road,2425.0,5.0,1.0,195.0,4
5976,Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,1330.0,2.0,1.0,48.0,3
5977,Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,1329.0,2.0,2.0,45.95,3
5978,Super built-up  Area,Not Ready to Move Yet,Sarjapura - Attibele Road,829.0,2.0,1.0,22.8,2
5979,Plot  Area,Ready To Move,Sarjapura - Attibele Road,2400.0,3.0,3.0,85.0,3
5980,Super built-up  Area,Not Ready to Move Yet,Sarjapura - Attibele Road,1033.0,2.0,2.0,28.41,2
5981,Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,1676.0,3.0,3.0,52.0,3
5982,Plot  Area,Not Ready to Move Yet,Sarjapura - Attibele Road,1800.0,3.0,2.0,90.0,3
5983,Built-up  Area,Ready To Move,Sarjapura - Attibele Road,1308.0,2.0,2.0,37.0,2
5984,Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,1073.0,2.0,2.0,31.77,2
5985,Built-up  Area,Ready To Move,Sarjapura - Attibele Road,1330.0,2.0,1.0,49.0,3
5986,Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,1090.0,2.0,1.0,37.0,2
5987,Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,1126.0,2.0,1.0,36.0,2
5988,Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,740.0,1.0,1.0,23.65,1
5989,Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,1555.0,3.0,3.0,52.0,3
5990,Super built-up  Area,Not Ready to Move Yet,Seegehalli,901.0,2.0,1.0,35.14,2
5992,Plot  Area,Ready To Move,Seegehalli,800.0,1.0,0.0,50.0,2
5994,Super built-up  Area,Not Ready to Move Yet,Seegehalli,1118.0,2.0,2.0,37.5,2
5995,Plot  Area,Ready To Move,Seegehalli,1200.0,2.0,0.0,62.0,3
5996,Plot  Area,Ready To Move,Seegehalli,1155.0,2.0,0.0,72.0,2
5997,Super built-up  Area,Ready To Move,Seegehalli,1830.0,4.0,2.0,82.0,3
5998,Plot  Area,Ready To Move,Seegehalli,4000.0,3.0,1.0,235.0,3
6001,Super built-up  Area,Ready To Move,Seegehalli,1096.0,2.0,1.0,41.0,2
6003,Super built-up  Area,Not Ready to Move Yet,Seegehalli,920.0,2.0,1.0,27.0,2
6004,Super built-up  Area,Ready To Move,Seegehalli,1553.0,3.0,3.0,68.0,3
6005,Super built-up  Area,Ready To Move,Seegehalli,1639.0,3.0,3.0,120.0,3
6006,Plot  Area,Ready To Move,Seegehalli,3000.0,4.0,2.0,235.0,3
6007,Super built-up  Area,Not Ready to Move Yet,Seegehalli,1134.0,2.0,2.0,45.0,2
6008,Super built-up  Area,Ready To Move,Seegehalli,1683.0,3.0,3.0,80.0,3
6009,Super built-up  Area,Ready To Move,Seegehalli,1176.0,2.0,2.0,50.0,2
6010,Plot  Area,Ready To Move,Seegehalli,3000.0,4.0,2.0,240.0,3
6011,Super built-up  Area,Ready To Move,Singasandra,1010.0,2.0,1.0,29.5,2
6012,Built-up  Area,Ready To Move,Singasandra,1440.0,2.0,3.0,65.0,3
6013,Built-up  Area,Ready To Move,Singasandra,3850.0,6.0,3.0,195.0,4
6014,Built-up  Area,Ready To Move,Singasandra,600.0,2.0,1.0,36.5,2
6015,Super built-up  Area,Ready To Move,Singasandra,1100.0,2.0,1.0,52.0,2
6016,Super built-up  Area,Ready To Move,Singasandra,1306.0,2.0,2.0,58.0,3
6017,Super built-up  Area,Ready To Move,Singasandra,1300.0,2.0,2.0,65.0,2
6019,Super built-up  Area,Ready To Move,Singasandra,1010.0,2.0,1.0,40.0,2
6020,Built-up  Area,Ready To Move,Singasandra,1375.0,2.0,3.0,58.0,2
6021,Super built-up  Area,Ready To Move,Singasandra,1120.0,2.0,1.0,60.0,2
6022,Super built-up  Area,Ready To Move,Singasandra,1099.0,2.0,1.0,37.5,2
6023,Built-up  Area,Ready To Move,Singasandra,600.0,1.0,0.0,45.0,1
6024,Built-up  Area,Ready To Move,Singasandra,600.0,1.0,0.0,45.0,1
6025,Super built-up  Area,Ready To Move,Singasandra,1510.0,3.0,2.0,75.0,3
6026,Super built-up  Area,Ready To Move,Singasandra,1179.0,2.0,2.0,56.0,2
6027,Super built-up  Area,Ready To Move,Singasandra,1416.0,2.0,2.0,67.0,2
6028,Super built-up  Area,Ready To Move,Singasandra,1476.0,2.0,1.0,73.0,3
6029,Super built-up  Area,Ready To Move,Singasandra,1139.7,2.0,1.0,45.0,2
6030,Super built-up  Area,Ready To Move,Singasandra,1465.0,2.0,3.0,60.0,2
6032,Super built-up  Area,Ready To Move,Singasandra,1653.0,3.0,2.0,85.0,3
6034,Built-up  Area,Ready To Move,Somasundara Palya,1255.0,2.0,2.0,67.0,2
6035,Super built-up  Area,Ready To Move,Somasundara Palya,1448.0,2.0,2.0,68.0,2
6037,Super built-up  Area,Ready To Move,Somasundara Palya,1260.0,2.0,1.0,60.0,2
6038,Built-up  Area,Ready To Move,Somasundara Palya,1033.0,2.0,2.0,48.0,2
6040,Super built-up  Area,Ready To Move,Somasundara Palya,1329.0,2.0,2.0,70.0,2
6041,Super built-up  Area,Ready To Move,Somasundara Palya,1185.0,2.0,3.0,70.0,2
6045,Built-up  Area,Ready To Move,Somasundara Palya,2400.0,3.0,3.0,140.0,4
6048,Super built-up  Area,Ready To Move,Somasundara Palya,1140.0,2.0,2.0,46.0,2
6051,Built-up  Area,Ready To Move,Sonnenahalli,896.0,2.0,1.0,43.75,2
6052,Super built-up  Area,Ready To Move,Sonnenahalli,1120.0,2.0,2.0,43.0,2
6053,Super built-up  Area,Ready To Move,Sonnenahalli,1100.0,2.0,1.0,44.0,2
6054,Super built-up  Area,Not Ready to Move Yet,Sonnenahalli,1011.0,2.0,1.0,50.53,2
6055,Super built-up  Area,Ready To Move,Sonnenahalli,614.5,1.0,0.0,30.715,1
6056,Super built-up  Area,Not Ready to Move Yet,Sonnenahalli,1484.0,3.0,1.0,74.18,3
6057,Super built-up  Area,Not Ready to Move Yet,Sonnenahalli,1610.0,3.0,2.0,80.48,3
6058,Super built-up  Area,Ready To Move,Sonnenahalli,1415.0,2.0,1.0,65.0,3
6059,Super built-up  Area,Ready To Move,Sonnenahalli,1268.0,2.0,1.0,58.0,2
6060,Super built-up  Area,Ready To Move,Sonnenahalli,1268.0,2.0,1.0,56.0,2
6061,Super built-up  Area,Not Ready to Move Yet,Sonnenahalli,605.0,1.0,1.0,30.24,1
6062,Built-up  Area,Ready To Move,Sonnenahalli,1484.0,3.0,1.0,75.0,3
6063,Super built-up  Area,Ready To Move,Subramanyapura,929.0,2.0,0.0,50.17,2
6064,Built-up  Area,Ready To Move,Subramanyapura,1200.0,2.0,2.0,52.0,2
6065,Super built-up  Area,Ready To Move,Subramanyapura,975.0,2.0,1.0,65.0,2
6066,Super built-up  Area,Ready To Move,Subramanyapura,975.0,2.0,1.0,58.0,2
6067,Built-up  Area,Ready To Move,Subramanyapura,1277.0,2.0,2.0,55.0,2
6068,Super built-up  Area,Ready To Move,Subramanyapura,985.0,2.0,1.0,58.0,2
6070,Super built-up  Area,Ready To Move,Subramanyapura,1313.0,2.0,2.0,73.0,2
6072,Super built-up  Area,Ready To Move,Subramanyapura,1313.0,2.0,2.0,66.5,2
6073,Super built-up  Area,Ready To Move,Subramanyapura,1255.0,2.0,2.0,79.0,3
6074,Built-up  Area,Ready To Move,Subramanyapura,1050.0,2.0,3.0,41.0,2
6076,Built-up  Area,Ready To Move,Subramanyapura,929.0,2.0,1.0,48.0,2
6077,Super built-up  Area,Ready To Move,Subramanyapura,975.0,2.0,1.0,63.0,2
6078,Super built-up  Area,Ready To Move,Subramanyapura,950.0,2.0,1.0,55.0,2
6079,Super built-up  Area,Ready To Move,Subramanyapura,929.0,2.0,1.0,56.0,2
6080,Super built-up  Area,Ready To Move,Subramanyapura,975.0,2.0,1.0,65.0,2
6082,Built-up  Area,Ready To Move,Subramanyapura,1260.0,2.0,2.0,76.0,3
6085,Super built-up  Area,Ready To Move,Subramanyapura,960.0,2.0,1.0,55.0,2
6086,Super built-up  Area,Ready To Move,Subramanyapura,1260.0,2.0,1.0,73.0,3
6089,Super built-up  Area,Ready To Move,Subramanyapura,929.0,2.0,2.0,49.0,2
6090,Super built-up  Area,Ready To Move,Subramanyapura,1260.0,2.0,1.0,75.0,3
6091,Super built-up  Area,Ready To Move,Subramanyapura,1000.0,2.0,1.0,45.0,2
6092,Super built-up  Area,Ready To Move,Subramanyapura,1260.0,2.0,1.0,80.0,3
6094,Super built-up  Area,Ready To Move,Subramanyapura,929.0,1.0,2.0,51.0,2
6095,Super built-up  Area,Ready To Move,Subramanyapura,1880.0,3.0,2.0,110.0,3
6096,Super built-up  Area,Ready To Move,Subramanyapura,985.0,2.0,1.0,62.5,2
6097,Plot  Area,Not Ready to Move Yet,TC Palaya,1475.0,3.0,1.0,98.0,3
6098,Plot  Area,Ready To Move,TC Palaya,1200.0,2.0,0.0,60.0,2
6099,Built-up  Area,Ready To Move,TC Palaya,1000.0,6.0,1.0,69.0,6
6103,Plot  Area,Ready To Move,TC Palaya,1240.0,2.0,1.0,60.0,2
6104,Plot  Area,Ready To Move,TC Palaya,1500.0,2.0,1.0,100.0,3
6105,Plot  Area,Ready To Move,TC Palaya,1200.0,2.0,0.0,65.0,2
6106,Plot  Area,Ready To Move,TC Palaya,1200.0,2.0,0.0,70.0,2
6107,Plot  Area,Ready To Move,TC Palaya,900.0,2.0,0.0,55.0,2
6110,Plot  Area,Ready To Move,TC Palaya,4800.0,3.0,3.0,302.0,4
6111,Built-up  Area,Ready To Move,TC Palaya,1000.0,2.0,0.0,64.0,2
6113,Plot  Area,Ready To Move,TC Palaya,900.0,2.0,0.0,55.0,2
6114,Plot  Area,Ready To Move,TC Palaya,1200.0,2.0,0.0,66.0,2
6115,Plot  Area,Ready To Move,TC Palaya,1440.0,5.0,1.0,100.0,5
6118,Plot  Area,Ready To Move,TC Palaya,900.0,2.0,0.0,55.0,2
6120,Plot  Area,Ready To Move,TC Palaya,900.0,2.0,0.0,55.0,2
6123,Built-up  Area,Ready To Move,TC Palaya,1200.0,2.0,0.0,65.0,2
6124,Super built-up  Area,Ready To Move,TC Palaya,1500.0,2.0,0.0,75.0,2
6126,Built-up  Area,Ready To Move,TC Palaya,1000.0,2.0,0.0,70.0,2
6127,Built-up  Area,Ready To Move,TC Palaya,1100.0,2.0,0.0,65.0,2
6131,Built-up  Area,Ready To Move,TC Palaya,1800.0,2.0,2.0,80.0,2
6132,Plot  Area,Ready To Move,TC Palaya,1400.0,5.0,1.0,97.0,5
6134,Plot  Area,Ready To Move,TC Palaya,1200.0,2.0,1.0,70.0,2
6135,Plot  Area,Ready To Move,TC Palaya,1350.0,1.0,0.0,55.0,1
6136,Plot  Area,Ready To Move,TC Palaya,900.0,2.0,0.0,55.0,2
6137,Plot  Area,Ready To Move,TC Palaya,900.0,2.0,0.0,55.0,2
6138,Built-up  Area,Ready To Move,TC Palaya,1082.0,2.0,2.0,64.0,2
6139,Plot  Area,Ready To Move,TC Palaya,1440.0,5.0,2.0,97.0,5
6143,Super built-up  Area,Ready To Move,TC Palaya,1152.0,2.0,2.0,55.0,2
6147,Super built-up  Area,Not Ready to Move Yet,Talaghattapura,1868.0,3.0,2.0,131.0,3
6148,Super built-up  Area,Not Ready to Move Yet,Talaghattapura,2038.5,3.0,0.0,120.0,3
6149,Super built-up  Area,Ready To Move,Talaghattapura,2106.0,3.0,2.0,126.0,3
6150,Super built-up  Area,Not Ready to Move Yet,Talaghattapura,1868.0,3.0,1.0,121.0,3
6151,Super built-up  Area,Ready To Move,Talaghattapura,2106.0,3.0,2.0,126.0,3
6152,Super built-up  Area,Not Ready to Move Yet,Talaghattapura,1868.0,3.0,1.0,135.0,3
6153,Super built-up  Area,Not Ready to Move Yet,Talaghattapura,1856.0,3.0,2.0,135.0,3
6154,Super built-up  Area,Not Ready to Move Yet,Talaghattapura,1868.0,3.0,1.0,120.0,3
6155,Super built-up  Area,Not Ready to Move Yet,Talaghattapura,1804.0,3.0,1.0,115.0,3
6156,Super built-up  Area,Not Ready to Move Yet,Talaghattapura,1856.0,3.0,2.0,135.0,3
6157,Super built-up  Area,Not Ready to Move Yet,Talaghattapura,2254.0,3.0,2.0,153.0,3
6158,Super built-up  Area,Not Ready to Move Yet,Talaghattapura,2106.0,3.0,3.0,148.0,3
6159,Super built-up  Area,Not Ready to Move Yet,Talaghattapura,1856.0,3.0,2.0,135.0,3
6160,Super built-up  Area,Not Ready to Move Yet,Talaghattapura,2273.0,3.0,3.0,159.0,3
6161,Super built-up  Area,Not Ready to Move Yet,Talaghattapura,2099.0,3.0,3.0,147.0,3
6162,Built-up  Area,Ready To Move,Talaghattapura,1100.0,2.0,0.0,50.0,2
6163,Super built-up  Area,Ready To Move,Talaghattapura,1100.0,2.0,1.0,49.49,2
6164,Super built-up  Area,Ready To Move,Talaghattapura,1575.0,3.0,2.0,80.0,3
6165,Super built-up  Area,Not Ready to Move Yet,Talaghattapura,2273.0,3.0,2.0,145.0,3
6166,Super built-up  Area,Ready To Move,Talaghattapura,1175.0,2.0,2.0,62.0,2
6167,Super built-up  Area,Not Ready to Move Yet,Talaghattapura,1804.0,3.0,2.0,127.0,3
6168,Super built-up  Area,Ready To Move,Talaghattapura,1062.0,2.0,1.0,42.48,2
6169,Super built-up  Area,Not Ready to Move Yet,Talaghattapura,2038.5,3.0,0.0,122.0,3
6170,Built-up  Area,Not Ready to Move Yet,Talaghattapura,1800.0,3.0,1.0,84.0,3
6171,Super built-up  Area,Not Ready to Move Yet,Talaghattapura,2265.0,3.0,3.0,159.0,3
6172,Super built-up  Area,Not Ready to Move Yet,Talaghattapura,2099.0,3.0,2.0,134.0,3
6173,Super built-up  Area,Not Ready to Move Yet,Thanisandra,510.0,1.0,0.0,25.25,1
6174,Super built-up  Area,Not Ready to Move Yet,Thanisandra,1296.0,2.0,3.0,80.0,2
6176,Super built-up  Area,Ready To Move,Thanisandra,2144.0,3.0,2.0,145.0,3
6178,Super built-up  Area,Ready To Move,Thanisandra,445.0,1.0,0.0,28.0,1
6179,Super built-up  Area,Ready To Move,Thanisandra,1296.0,2.0,2.0,83.0,2
6181,Super built-up  Area,Ready To Move,Thanisandra,2144.0,3.0,2.0,135.0,3
6183,Super built-up  Area,Ready To Move,Thanisandra,1093.0,2.0,2.0,70.0,2
6184,Super built-up  Area,Ready To Move,Thanisandra,1265.0,2.0,1.0,79.0,3
6185,Super built-up  Area,Ready To Move,Thanisandra,1651.0,3.0,3.0,97.38,3
6186,Super built-up  Area,Ready To Move,Thanisandra,1265.0,2.0,2.0,85.0,2
6187,Super built-up  Area,Not Ready to Move Yet,Thanisandra,510.0,1.0,1.0,25.25,1
6188,Super built-up  Area,Ready To Move,Thanisandra,1564.0,3.0,1.0,101.0,3
6190,Super built-up  Area,Ready To Move,Thanisandra,1847.0,3.0,2.0,123.0,3
6192,Super built-up  Area,Ready To Move,Thanisandra,1697.0,3.0,2.0,114.0,3
6194,Built-up  Area,Ready To Move,Thanisandra,3500.0,5.0,0.0,160.0,6
6195,Super built-up  Area,Not Ready to Move Yet,Thanisandra,1573.0,3.0,2.0,95.0,3
6196,Super built-up  Area,Ready To Move,Thanisandra,1917.0,3.0,3.0,122.0,3
6197,Super built-up  Area,Not Ready to Move Yet,Thanisandra,693.0,1.0,1.0,34.3,1
6198,Super built-up  Area,Ready To Move,Thanisandra,1098.0,2.0,1.0,68.0,2
6199,Super built-up  Area,Ready To Move,Thanisandra,760.0,1.0,2.0,50.3,1
6207,Super built-up  Area,Ready To Move,Thanisandra,1697.0,3.0,2.0,115.0,3
6208,Plot  Area,Ready To Move,Thanisandra,1380.0,1.0,1.0,62.1,1
6209,Super built-up  Area,Not Ready to Move Yet,Thanisandra,923.0,1.0,1.0,60.84,1
6211,Built-up  Area,Not Ready to Move Yet,Thanisandra,923.0,1.0,1.0,45.69,1
6215,Built-up  Area,Ready To Move,Thanisandra,1874.0,4.0,1.0,130.0,3
6216,Super built-up  Area,Ready To Move,Thanisandra,1698.0,3.0,2.0,102.0,3
6217,Super built-up  Area,Not Ready to Move Yet,Thanisandra,1411.0,3.0,1.0,93.04,3
6218,Super built-up  Area,Ready To Move,Thanisandra,1996.0,3.0,2.0,135.0,3
6219,Super built-up  Area,Ready To Move,Thanisandra,1801.0,3.0,1.0,115.0,3
6220,Super built-up  Area,Ready To Move,Thanisandra,1265.0,2.0,2.0,82.0,2
6222,Super built-up  Area,Not Ready to Move Yet,Thanisandra,1917.0,4.0,2.0,113.0,3
6223,Super built-up  Area,Ready To Move,Thanisandra,662.0,1.0,1.0,42.0,1
6225,Super built-up  Area,Not Ready to Move Yet,Thanisandra,1948.0,3.0,2.0,130.0,3
6227,Super built-up  Area,Ready To Move,Thanisandra,965.0,2.0,1.0,67.0,2
6228,Super built-up  Area,Not Ready to Move Yet,Thanisandra,1098.0,2.0,1.0,74.0,2
6230,Super built-up  Area,Ready To Move,Thanisandra,1564.0,3.0,1.0,104.0,3
6236,Super built-up  Area,Ready To Move,Thanisandra,2127.0,3.0,2.0,135.0,3
6238,Super built-up  Area,Ready To Move,Thanisandra,1276.0,2.0,2.0,75.0,2
6239,Built-up  Area,Not Ready to Move Yet,Thanisandra,693.0,1.0,1.0,34.3,1
6241,Super built-up  Area,Ready To Move,Thanisandra,1265.0,2.0,1.0,78.0,2
6243,Super built-up  Area,Ready To Move,Thanisandra,934.0,2.0,2.0,55.0,2
6244,Super built-up  Area,Ready To Move,Thanisandra,1056.0,2.0,2.0,68.0,2
6245,Built-up  Area,Not Ready to Move Yet,Thanisandra,1595.0,3.0,1.0,110.0,3
6246,Super built-up  Area,Not Ready to Move Yet,Thanisandra,1411.0,3.0,1.0,93.15,3
6247,Super built-up  Area,Not Ready to Move Yet,Thanisandra,1093.0,2.0,1.0,68.1,2
6249,Super built-up  Area,Ready To Move,Thanisandra,1093.0,2.0,2.0,72.0,2
6251,Super built-up  Area,Ready To Move,Thanisandra,1698.0,3.0,2.0,107.0,3
6252,Super built-up  Area,Ready To Move,Thanisandra,1564.0,3.0,1.0,105.0,3
6253,Super built-up  Area,Not Ready to Move Yet,Thanisandra,1265.0,2.0,1.0,83.0,2
6254,Super built-up  Area,Ready To Move,Thanisandra,784.0,1.0,0.0,35.285,1
6255,Super built-up  Area,Ready To Move,Thanisandra,965.0,2.0,1.0,56.0,2
6256,Super built-up  Area,Not Ready to Move Yet,Thanisandra,1546.0,3.0,1.0,95.0,3
6257,Super built-up  Area,Not Ready to Move Yet,Thanisandra,777.0,1.0,0.0,38.535,1
6258,Super built-up  Area,Ready To Move,Thanisandra,1697.0,3.0,2.0,110.0,3
6259,Built-up  Area,Ready To Move,Thanisandra,1492.0,3.0,1.0,88.0,3
6260,Built-up  Area,Ready To Move,Thanisandra,2072.0,3.0,2.0,122.0,3
6261,Super built-up  Area,Ready To Move,Thanisandra,1880.0,3.0,3.0,120.0,3
6262,Super built-up  Area,Ready To Move,Thanisandra,760.0,1.0,2.0,50.0,1
6264,Built-up  Area,Ready To Move,Thanisandra,1800.0,4.0,1.0,125.0,3
6265,Super built-up  Area,Ready To Move,Thanisandra,933.0,2.0,1.0,58.0,1
6266,Super built-up  Area,Ready To Move,Thanisandra,1917.0,3.0,2.0,110.0,3
6267,Super built-up  Area,Not Ready to Move Yet,Thanisandra,1996.0,4.0,1.0,123.0,3
6268,Super built-up  Area,Not Ready to Move Yet,Thanisandra,1183.0,2.0,1.0,77.25,2
6269,Built-up  Area,Ready To Move,Thanisandra,1491.0,3.0,1.0,88.0,3
6270,Super built-up  Area,Ready To Move,Thanisandra,662.0,1.0,1.0,29.0,1
